"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MARCHF3",3.86777322575719e-54,-0.424360103957958,0.123,0.176,1.28065839278046e-49
"NFATC2",6.67296411260713e-54,0.316178586605544,0.47,0.416,2.20948514732535e-49
"UBAC2",1.03985721403387e-53,0.467162995356366,0.424,0.392,3.44307122138756e-49
"ENSG00000291175",1.13009073721189e-53,0.932638516314323,0.163,0.12,3.74184343998228e-49
"ZNF217",1.21522436502017e-53,0.962636027171348,0.175,0.132,4.02372939501829e-49
"TET1",1.28030287034546e-53,0.270473856550957,0.065,0.107,4.23921083400086e-49
"SPATA13",1.48555428068583e-53,0.630714975956679,0.311,0.268,4.91881877877886e-49
"GOLGA2",3.14398615255174e-53,0.345344194991406,0.099,0.152,1.04100525497141e-48
"FOXO1",3.92166960781329e-53,0.477817767380792,0.521,0.512,1.29850402384306e-48
"TMSB4X",4.72966450343251e-53,0.253877763591571,0.887,0.95,1.56603921373154e-48
"ODF2L",9.24897497423825e-53,0.472392001812438,0.329,0.287,3.06242810372003e-48
"NFKB2",1.34873922879517e-52,1.12466317522631,0.1,0.065,4.46581046046367e-48
"JPT1",1.71575294644797e-52,0.617023871367208,0.289,0.251,5.68102958098386e-48
"PURB",2.25056324560596e-52,0.254075474402014,0.072,0.115,7.45183996252591e-48
"YARS1",5.09874024257681e-52,0.917034471881795,0.234,0.194,1.68824388171961e-47
"ITPK1",5.15653098759562e-52,0.929699355538275,0.137,0.097,1.70737897530279e-47
"SHKBP1",7.02400025816309e-52,0.825448198841683,0.113,0.075,2.32571672548038e-47
"SRGAP2",8.7013356586278e-52,1.01789866795713,0.222,0.184,2.88109924992825e-47
"ALCAM",1.02232451490564e-51,-0.273699841048229,0.07,0.111,3.38501870130407e-47
"GBP3",1.64706935407146e-51,0.974449583858064,0.164,0.124,5.45361133826601e-47
"DLGAP1",1.66508967871025e-51,1.89534239220081,0.132,0.097,5.51327843517751e-47
"RNASEH2B",1.72426131409439e-51,0.646092830527669,0.233,0.19,5.70920163709793e-47
"FBXW7",1.84733134926895e-51,0.393238078530775,0.461,0.432,6.11669883056443e-47
"CCDC167",2.92980860999532e-51,0.80207374117328,0.17,0.13,9.70088928855551e-47
"LRRC8C",5.97453213434086e-51,0.343749128882934,0.256,0.202,1.9782273350016e-46
"ZNF490",6.31245012381592e-51,1.05191430395487,0.123,0.086,2.09011536049669e-46
"SLC9A8",6.71901994397275e-51,0.898423842042753,0.136,0.097,2.22473469364882e-46
"NCAPD3",8.4000824174927e-51,1.10788285199551,0.123,0.086,2.78135128925601e-46
"RSBN1L",8.60255523093723e-51,0.586842848551231,0.362,0.329,2.84839206251562e-46
"NSD1",1.51993981439569e-50,0.643027962937123,0.38,0.355,5.03267271944557e-46
"SNAP47",1.60960915985977e-50,1.30404440489671,0.118,0.082,5.3295768892117e-46
"SCLY",1.63201618827892e-50,1.07756561532113,0.108,0.073,5.40376880101034e-46
"CRLF3",1.82653002358929e-50,0.637346707917739,0.24,0.195,6.0478235611065e-46
"C16orf87",3.11738545063911e-50,1.16486814082945,0.119,0.083,1.03219749656112e-45
"AFF1",3.74667870351611e-50,0.660857440725177,0.384,0.36,1.24056278552122e-45
"SENP7",5.68728818654156e-50,0.557294852653983,0.383,0.35,1.88311799144578e-45
"HOPX",1.13387809854227e-49,-0.39783446790224,0.181,0.234,3.75438377208332e-45
"RALGDS",1.29818377058437e-49,0.699419236250648,0.239,0.194,4.2984162827819e-45
"CASP4LP",2.43074334332853e-49,0.561560974046394,0.15,0.108,8.04843428409509e-45
"AGPAT3",3.00440797175161e-49,0.842554867048266,0.225,0.185,9.94789523526677e-45
"ID3",3.30718156032197e-49,-0.517216559870982,0.132,0.182,1.09504088643821e-44
"MAP3K14",4.56578367476545e-49,0.97190288107605,0.151,0.112,1.51177663255159e-44
"PLCG2",4.81797963240076e-49,-0.495792562557589,0.102,0.146,1.59528123608422e-44
"TDP1",5.0521452407959e-49,0.927178282506012,0.116,0.08,1.67281581067993e-44
"USP28",5.55321207075427e-49,-0.269109909291772,0.115,0.162,1.83872404874745e-44
"ITPR3",6.63640964662856e-49,1.10469464924712,0.105,0.07,2.19738159809518e-44
"CCND3",8.79757139034991e-49,-0.392535196207316,0.45,0.506,2.91296386305876e-44
"RICTOR",9.87023650422815e-49,0.386862577859122,0.437,0.399,3.26813400891498e-44
"GRAMD1B",1.08997619838755e-48,0.474153157725189,0.222,0.179,3.60902019048102e-44
"CPB2-AS1",1.78221506690322e-48,0.258155356321858,0.157,0.11,5.90109230802326e-44
"DDIT4",2.16032997821784e-48,-0.382068248316122,0.179,0.236,7.1530685908771e-44
"ZKSCAN1",2.82049917326951e-48,0.314900406992569,0.138,0.198,9.33895481261269e-44
"ZNF718",3.53199668671008e-48,-0.291711348839468,0.078,0.118,1.16947942293657e-43
