"gene","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"ERCC1",7.12124390135965e-11,0.669016611358812,0.417,0.363,2.35791506817919e-06
"ACSL4",7.13099332842804e-11,-0.435406446261983,0.31,0.409,2.36114320097581e-06
"CHD6",7.16813586580353e-11,0.795012385561149,0.321,0.254,2.37344146652621e-06
"KDM3A",7.18453126374248e-11,1.19644982913863,0.197,0.131,2.37887014673777e-06
"GADD45GIP1",7.29707454336885e-11,-0.486384259656662,0.212,0.295,2.41613435205486e-06
"CENPX",7.305318327256e-11,-0.650591177765554,0.077,0.132,2.41886395133773e-06
"FAM162A",7.37248199999715e-11,1.15467462458028,0.223,0.157,2.44110251501906e-06
"PRRC1",7.40470833329316e-11,-0.297120729436364,0.069,0.123,2.4517729762367e-06
"RHOBTB3",8.17027669731233e-11,0.649085489296823,0.241,0.169,2.70526031724709e-06
"APOBR",8.60467822621959e-11,1.03248714278033,0.144,0.083,2.84909500748357e-06
"HIP1",8.63933821183558e-11,-0.433469768443448,0.24,0.331,2.86057127532088e-06
"GOSR2",8.66492852219123e-11,-0.610079515394602,0.089,0.149,2.86904448298274e-06
